context,response,naija_pidgin,naija_english,intents
"After 25 years, I fell in love for the first time. The person acted for a week and left me without even saying goodbye. My heart is burning, and I can't take this pain.","Ouch. Losing someone you love hurts so much. We all long to be loved and to love and to have that experience and then lose it is awful. While it is easy to feel angry or start doubting yourself under these circumstances, I would encourage you to recognize the agony of what you are experiencing as an indication of how much you value loving relationships and how much you want to make this happen in your life. When we are going through this kind of loss it is really helpful to have the support of friends and family. While no one is going to be able to make it better, we don't have to be alone with our pain. If you are not comfortable with going to those in your life it may be a good time to see  a counsellor to help you cope with your distress and learn how to move past this and find the love that you are looking for.","After 25 years on top this earth, na now I first fall in love. The person just play script for one week, con japa leave me, e no even drop word. My chest dey pepper me, I swear I no fit chest this pain.","Omo after 25 yrs, I fell in love for the first time. This person just acted script for one week and ghosted me without even saying bye. My chest is literally burning rn, I swear I can't take this pain tbh.","relationship_heartbreak, sadness_depression, loneliness_isolation"
"After 25 years, I fell in love for the first time. The person acted for a week and left me without even saying goodbye. My heart is burning, and I can't take this pain.","Hi, San Diego. I'm sad that this was your first experience (in 25 years) with feeling in love. You deserve better. My understanding of today's (western?) social cultural norms is that it is somehow acceptable to abruptly stop communicating with someone you've been seeing, without explanation. I don't get it. It's rude. You're better off without this person around. There are still people who operate with respect, but this person isn't one of them.If I'm reading this right, you knew this person for a week? In my humble opinion, much heartache and many poor relationships come from attaching too soon. It takes years to get to know someone deeply. I know it's hard to keep yourself from falling in love, but you owe it to your heart to take these things more slowly, because everyone puts their best self forward at the beginning and it takes time for that to relax and for you to see who they are when times are tougher and real stuff happens.If I was your therapist, I'd be curious about how this is the first time you've fallen in love? Or is it that you were in love 25 years ago?  Was your heart broken then, or did something encourage your heart to close? What has kept you from either meeting people or letting yourself fall in love until now? Is there a danger that you will decide love isn't worth the risk? This is a crucial time for you to potentially seek professional support from a therapist in order to understand yourself and not shut down, if that's what happened before. :)","Omo, for my 25 years on top this earth, na now my eye first see love. Person just use me do film for one week come waka leave me, no even 'we go see'. My chest dey pepper me, I swear I no fit chest this breakfast at all.","Omo after 25 years, I finally fell in love for the first time. This person literally used me for character development for a week and ghosted me without even saying bye. My chest is actually burning, I can't chest this pain tbh.","relationship_heartbreak, sadness_depression"
"My ex-boyfriend and I met over a year ago. We hit it off and fell in love pretty quick. However, he has trust issues and assumed I was cheating. When I found out I was pregnant, we had just broken up. Five months later, I lost the baby, and we did not speak for a few weeks. Now we are talking, and he says he loves me but is afraid I will hurt him ""again."" I just want to know where to go with this because I love him so much, and I want to get back to us being happy and a family.","I'm truly sorry to hear that your relationship is causing you such distress at this time. When we are in relationships, trust is so integral to our satisfaction within the relationship.  Often, when we feel we are required to prove ourselves, feelings of resentment can replace those feelings of wanting to be supportive.  In situations like this, I often recommend being open and honest in your communication with your partner.  Your fears about his response are valid, as he made an assumption which you cannot disprove because you cannot battle against a shadow fact. If you feel comfortable doing so, you can always ask him why he is so concerned you are unable to remain faithful and challenge those beliefs with the facts that disclaim them.  You can also ask your partner what it is that he needs from you to help you to help him trust in your responses.  In the end, these are issues that you cannot conquer for him - you can only guide him and show him the path towards trust.  You may suggest couples counselling or that he seek out a professional to talk to, as well.  But in terms of your question, only you can decide whether you feel you can remain in a relationship in which you defend yourself against an uncommitted offense.","Na over one year now wey me and my ex jam. As we reason each other, body just enter body, we fall for each other sharp sharp. But the guy heart no touch ground, e just carry am for head say I dey play am away match. As I come find out say belle don enter, na that time we just serve each other breakfast. Like five months later, the belle come comot, me and am no even yarn for some weeks. Now we don dey talk back, e say e love me but fear dey catch am make I no go show am pepper ""again"". I no even know the way forward for this matter because I love the guy scatter, and my eye still dey to make we go back to how we dey flex dey happy together like family.","Me and my ex met like over a year ago. We clicked and fell in love mad fast. But he has serious trust issues and just assumed I was cheating on him. By the time I found out I was pregnant, we had just broken up. 5 months later, I lost the baby and we didn't even talk for some weeks. We're talking again now and he says he loves me but he's scared I'll hurt him ""again"". I honestly don't know what to do rn cos I love him so much, I just want us to go back to being happy and a family tbh.","relationship_heartbreak, family_loss_grief, pregnancy_reproductive"
"My ex-boyfriend and I met over a year ago. We hit it off and fell in love pretty quick. However, he has trust issues and assumed I was cheating. When I found out I was pregnant, we had just broken up. Five months later, I lost the baby, and we did not speak for a few weeks. Now we are talking, and he says he loves me but is afraid I will hurt him ""again."" I just want to know where to go with this because I love him so much, and I want to get back to us being happy and a family.","Trust is essential in romantic relationships and it is common to have trust issues - because the stakes are so high. If both of you are committed and willing to be fully honest with each other, trust can be repaired and become stronger than ever. I would encourage you to seek out professional help as it easy to get derailed by fear when trying to work things out in the absence of trust. When fear takes over - we tend to become defensive and act in ways that makes it harder to trust one another. In addition to getting professional support I would encourage you to learn more about building trust in relationships and deepening connection through accessing various online resources on relationships.","Na like one year pass wey me and my ex jam. As we meet, our blood just match sharp-sharp, love enter. But the guy mind no dey touch ground, e just dey reason say I dey play away match. Time wey I come realize say belle don enter, we don already chop breakfast. Five months later, the belle comot, and we no even yarn for weeks. Now we don dey talk again, e dey tell me say e love me but fear dey catch am say I go show am premium shege 'again'. I no even know my left from right on top this matter cos I still love the guy scatter. I just want make we settle, make everywhere stew again make we be family.","My ex and I met over a year ago. We clicked instantly and fell for each other real quick. But he has mad trust issues and just assumed I was cheating. By the time I found out I was pregnant, we had already broken up. 5 months later, I lost the baby and we didn't even talk for weeks. We’re talking now sha, and he’s saying he loves me but he’s scared I’ll hurt him 'again'. I honestly don't know what to do rn cos I love him so much. I just want us to fix things, be happy again and get back to being a family tbh.","relationship_heartbreak, family_loss_grief, seeking_coping_advice"
"My ex-boyfriend, will not stop harassing and stalking me. We work together. I honestly think he needs help to move on. His accusations are angry lies. But I think he may believe them to be true.","The specific laws about this will vary from state to state.  Generally, the only way to ""force"" someone to get mental health care is if they pose an imminent theft of harm to themself or someone else, or if they are unable to care for themself.  More importantly, is dealing with your safety.  Most states have laws that make stalking a crime. You might want to think about filing a police report and obtaining a restraining order against him.  You could also think about contacting a local counselor. While you can't force him to get help with moving on from the relationship, counseling could help you to deal with what is going on.","This my ex no wan allow me drink water drop cup, e just dey trail me everywhere dey on my neck. Na the same place we dey work. Omo, I swear the guy need deliverance make e fit free my matter. All the rubbish wey e dey accuse me of na pure lie because body dey bite am. But the mad thing be say, e be like say e don convince e self say the lies na true.","My ex won't let me rest, he keeps harassing and stalking me. Worst part is we work together. Tbh I swear he needs therapy to move on. All his accusations are just pained lies. But I think he has actually convinced himself that it's the truth sha.","bullying_harassment, crisis_abuse_trauma"
"My boyfriend’s sneaky and puts his friends before me. He fights just to leave. One day, he's happy. The next, he's mean and blames me for everything. He can't admit faults. He thinks he's perfect and does no wrong.","Hi, Ontario. I live in the other Ontario; in Canada. I'll try to help you sort this out. You have a long list of complaints about your boyfriend! It sounds like he's maybe a bit immature and moody, and these things affect you, for sure. I get it. It's got me curious, and if I was working with you, I'd want to know a lot more about how long you've been together and what's actually working well between you two. I would also ask a lot of questions about the details of your description. What tells you he's 'sneaky'? Does he lie? How do you know he lies to you? Also, are you wanting to make things better with him, do you just want an ear to vent to, are you looking for validation, or do you hope someone will help you wake up to an unhappy situation?  It helps me if I know what you want.Whenever I meet someone who has a lot of complaints about their partner or boyfriend, I encourage them first to look at the language they're using. Some of your words tell me that you think you know what he's thinking (that he wants to fight so he can leave, that he thinks he's perfect). It's always tricky when we assume what someone's thinking, and in an argument or dialogue, these kinds of statements tend to lead to defensiveness and an escalated argument. I'd encourage you to focus on his actual behaviours and how they affect you, rather than the motives or beliefs you think are behind the behaviours (because you really can't know what he's thinking unless he tells you). As a general rule, the ""When you do X, I feel Y"" sentence goes far in helping others understand what we feel.So, it's fair to say ""when you lie to me, I can't trust you"", or ""when you end our date early to hang with your friends I feel like I'm not important to you"", or ""your mood swings are difficult for me"", or ""I don't seem to get apologies from you"". Try to focus on his actual behaviour when you talk to him about this stuff. A relationship counsellor can help you each understand the other better beyond the surface behaviours if you want to improve the relationship.That said, I have to ask...if you haven't been with Mr. Not So Great for very long, is it maybe time to rethink the relationship? Unless there is a balance of really loving and positive behaviours that you're leaving out, you don't seem happy. A good therapist can help you understand why you are stuck in an unhappy relationship, if that is what's happening. There's a lot to sort out here...how to communicate about your needs, how to know when to call it quits if something doesn't feel good... I wish you the best as you continue to examine these questions with assistance from friends or professionals.","My guy dey do corner-corner, come carry him guys put for head pass me. He go just find my trouble make he for get excuse carry leg waka outside. Today him body go calm, tomorrow him eye go red come pack all the blame put for my head. To gree say he fuck up na war. He just dey form Mr Perfect, like say him shit no dey smell.","My bf moves so shady and literally carries his guys on his head. He’ll start unnecessary arguments just to get an excuse to dip. One day he’s sweet, the next he’s moving mad and pinning everything on me. He can never admit when he fucks up. Bro thinks he’s perfect and can do no wrong smh.","relationship_heartbreak, low_self_esteem, general_anxiety"
"My boyfriend says I'm nuts. I need to get help because I get an overwhelming feeling that he is cheating on me. Whenever I try to talk with him about it, he always turns it around on me by telling me what I'm doing wrong. I know that accusing him does not help. When his whole demeanor shifts towards me, I can't help but think that something is wrong. Am I wrong for feeling this way? I try to talk with him to make it better. I let him know when I am feeling down. But I am not confident in these things.  Two weeks ago a girl texted his phone 3 times trying to hook up with him. He texted her back with ""Sorry, I've been working. I just read your message."" The girl was trying to get him to call her at a time when he was at home with me. He texted her back with ""Don't text me anymore."" I don't feel like I am way out of the line. But I can't talk with him if all that he will say is that I'm crazy and I need help. What should I do? How will I go about checking if there really is something wrong with me?","Trust your intuition that your boyfriend is involved with other people.You gave examples which strongly suggest this.Quite commonly, a person twist someone's words to convince then of having problems in seeing or understanding their own and other's behavior.Your intuition is again working quite well in telling you that your problem is having a boyfriend who manipulates you, not that you're seeing things incorrectly.One way to check if you're totally misreading him, is to examine whether you feel similarly in other relationships.If no one else who knows you tells you that you're crazy, then this strongly points to your boyfriend twisting words so that you feel wrong.Also, a consult with a therapist would clarify the dynamics between you and your boyfriend.A therapist session would also allow you to think out loud in a confidential discussion, what to do with your newfound clarity!","My bobo dey tell me say I dey ment. E say make I go check my head because my mind dey always cut say e dey play away match. Anytime I try to bring the matter up, e go just flip am, begin castigate me on top my own flaws. I know say to dey point hand no dey solve anything. But as e dey change face for me, my body go just dey tell me say snake dey under grass. Abi I fuck up as my mind no touch ground? I dey try yarn am make we settle. I dey tell am anytime my spirit cast. But I no get ginger for all this thing. Like two weeks ago, one babe bomb e phone 3 times dey find how dem go run things. E reply am say ""No vex, I bin dey work. Na now I see your msg."" The babe dey try force am make e call her the exact time wey e dey house with me. E con text am back say ""Make you no text me again oh."" I no feel say I cross line for this matter. But we no fit reason together if all e go dey talk be say my head no correct and I need rehab. Wetin be the way forward? How I go even take know if something truly dey worry my brain?","My bf says I’m nuts. He says I need to get help cos I have this strong feeling that he’s cheating on me. Whenever I try to talk to him about it, he just gaslights me and turns it around to tell me what I’m doing wrong. I know accusing him won't help tbh. But when his whole vibe towards me changes, I can't help but feel like something is fishy. Am I wrong for feeling this way? I try to communicate with him to make things better. I let him know when my mood is low. But I’m really not confident in all this. Two weeks ago one babe texted his phone 3 times trying to link up with him. He replied her with ""Sorry, I've been working. I just read your message."" This babe was trying to get him to call her when he was legit at home with me. He now texted her back saying ""Don't text me anymore."" I don't feel like I'm doing too much sha. But I can't even have a conversation with him if all he will keep saying is that I'm moving mad and I need help. What should I do pls? How do I even go about checking if there’s actually something wrong with me?","paranoia_trust_issues, low_self_esteem, seeking_coping_advice"
"I want us all to get along, but feel that I am not being respected. Of course I do have some insecurities because he was with his ex for 8 years. He wants to see his step daughter and ex makes it so he has to go there to see her, but she doesn't want me around. She has a boyfriend, but mine fixes their vehicles, goes over once a week and hangs out with the ex and does family things with her. Since he works nights, I only see him parts of Friday-Sunday and we live together. He won't let me use his phone when I forgot mine, says his ex used to mess with it. I don't think he's cheating, but he will lie about what time he actually left her place to come home or about going over early to be with them. I feel like the other woman. She has tried to mess with holiday plans by restricting when he can see the child. He only dated once person before her, so this could be why. I don't feel he has let go enough. He is a wonderful boyfriend other than this.","How much of your unhappiness with your boyfriend's way of handling himself regarding his ex, have you told him?The topics that upset you are the core of any intimate relationship.The good news is your own awareness of priorities and expectations from a partner.There may not be any bad news, depending on whether your boyfriend has the interest to adjust what he does regarding the ex.Talking the matters you list, may open a lot of emotion and become sidetracked very easily.A couples' therapist, whose focus is on the couple, not either of you as individuals, may be useful to you and your boyfriend so that you are able to complete your discussions without getting lost by the emotions raised.","I want make peace dey, but body dey tell me say dem dey see me finish. No be lie, my mind dey fly small because him and his ex do 8 years together. E want see his step-pikin, but the ex go run am in a way say na my guy must go her house, and she no want my shadow near there. The babe get her own boyfriend o, but na my man dey repair their motor, dey go there every week go chill with the ex dey do family bonding. As my guy dey run night shift, na only weekend I dey even see his brake light, and we dey stay under same roof. If I forget my phone, e no go gree make I touch his own, e go say his ex bin dey use am do ojoro. I no suspect say e dey play away match, but e go dey cast lamba give me about the exact time e comot from the babe house or if e go there early. Omo, I just dey feel like side chick for my own relationship. The ex don try scatter our holiday plans as she dey use the pikin do shakara. Na only one girl e date before her, so e fit be why e no get sense for the matter. I swear, my guy never free this girl from his mind completely. But outside this wahala, e be correct guy.","I just want good vibes for all of us but tbh I feel like they don't rate me. I'm lowkey insecure cos he dated his ex for 8 good years. He wants to see his stepdaughter and the ex makes it a must that he goes to her place, but she doesn't want me anywhere near. This babe has a boyfriend o, but it's my own man that is fixing their cars, going over once a week to chill and do family things with her. He works night shifts so I only see him briefly over the weekend and we literally live together. He won't even let me use his phone if I forget mine, claims his ex used to snoop. I don't think he's cheating sha, but he will lie about the exact time he left her place to come home or about going there early. Omo, I literally feel like the side chick rn. She has tried to ruin holiday plans by weaponizing the kid. He only dated one person before her, so maybe that's why he's moving like this. I just feel he hasn't fully let go. Aside from this drama sha, he's actually a sweet boyfriend.","relationship_heartbreak, low_self_esteem, paranoia_trust_issues"
Then turn right back around and say he loves me and needs me. This rollercoaster is crazy.,Your partners obviously very confused when it comes to love. Sometimes people shy away from good and positive relationships and companionship because their afraid. They know that it's something worth holding on to but most feel they can't handle it and can't meet up to their partners expectations. Your partner loves you but must have fear that keeps standing in his way. It could also mean their afraid of getting hurt or disapointed in the long run.  Give your partner comfort and reassurance that they can come to you to confide in you about anything that may be bothering them.,Next minute e go change mouth come dey whine me say e love me and e need me. Dis up and down na pure ment.,Next min he'll now turn around and be saying he loves me and needs me. Omo this rollercoaster is actually mad fr.,"relationship_heartbreak, general_anxiety, anger_irritability"
Then turn right back around and say he loves me and needs me. This rollercoaster is crazy.,"Yes, I agree with your view about the ""rollercoaster"" sounding ""crazy""!Concentrate on knowing what your reasons are for staying with this guy, given the broad facts that you state.What are you gaining from being together and are these gains outweighing how you feel when your companion says the opposite of what he just told you?Also, examine yourself for any fears of being alone.Very often, people stay in detrimental relationships because of a fear that being alone will feel worse.It may, initially feel this way after a breakup.This is from change itself.Eventually, stability and peace of mind return, and being alone with oneself is preferred to being taken on an emotional rollercoaster by a partner.","Before I open eye close am, e don change mouth dey yarn say e love me, say e no fit do without me. Dis up-and-down na pure ment.",Then he'll just switch up again and start saying he loves me and needs me. Omo this rollercoaster is actually wild fr.,"relationship_heartbreak, general_anxiety, anger_irritability"
"I have been with my best friend for over a year, and we have had a beautiful baby girl. We were in love, and I still love her dearly. I am in my late teens and so is she. She says she has lost her connection with me. She is talking to a random guy that she says is just someone to talk to. But she says she still loves me. I'm very hurt and confused.","Congrats on having your daughter!Have you told your partner about your feelings of ""hurt and confused""?This is one possible way of opening a conversation about the different ways you each feel about one another and whether either of you would like changing or continuing to live together, in light of the change in emotional connection.The first step of having a dialogue about a relationship is being clear on what you are feeling, what you are willing to contribute to the relationship and what you would like having in return from your partner.Ask your partner if she is willing to have a conversation on these topics.  Then, allow some time so each of you is clear about their own expectations and what is possible to offer the other.This is a fairly complex process and very often is difficult to keep on track without outside help to keep the discussion focused.It is normal for emotions to override our logic when discussing matters we care about deeply.If the conversations don't go very far, or if your partner has no interest in talking, stick with your own interest to more fully understand matters.Interview some therapists to find one whom you feel helps you clarify and find direction for yourself about this situation.","Omo, me and my bestie don run things pass one year, we even born one fine baby girl. Love catch us wella before, and till now my eye still dey her body scatter. Two of us never even clock 20. But now she con dey yarn say she no feel the vibe between us again. She dey follow one random guy chat, dey cap say na just normal paddy to gist with. Still yet, she dey open mouth tell me say she love me. My chest really dey pain me and my brain don jam.","I've been with my bestie for over a year now and we even have a beautiful baby girl together. We were so in love and I still love her madly. We're both in our late teens sha. Now she's saying she's lost the connection with me. She's talking to one random guy, claiming he's just someone to gist with. But she'll still be telling me she loves me. Omo it's really paining me and I'm so confused rn.","relationship_heartbreak, sadness_depression, family_conflict"
Why am I attracted to older men?,"What a wonderful question!Good for you on clearly knowing your priorities.If I was sitting with you now, I'd ask you to list your reasons.Start with whatever answers you do come up with and examine each of these a little further.If, for example, you feel you need a man because many of your friends are in relationships, then possibly you feel insecure about being your unique self, even when this sets you apart from your friends.If, you feel you need a man to protect you financially, then possibly you've lost faith in your ability to financially support yourself.If you'd like a man in your life to offer your love and are willing to contribute the work of relating intimately, then you've found the best reason for wanting a man in your life.This is far different than ""need"".",Why e be say my body dey always draw for men wey don senior me?,tbh why am i always attracted to older guys sha?,"seeking_coping_advice, general_anxiety, low_self_esteem"
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","What Makes Love Last? how to build trust and avoid betrayal by John Gottman is a great book for you both to start reading. You may also want to invest some time and energy in couples therapy. It sounds like there is a lack of trust in your relationship, likely a hangover from your beginnings, that would be helpful for you both to work through to truly be able to forgive and move forward.","Omo, I just cast say my fiancée dey play away match with her co-worker. The thing tear my chest scatter. I know say she fuck up big time, but na she I still wan do the rest of my life with. So I ready to swallow am make we move on. We don tey o, e don pass 9 years, we even get one boy together. Make I no lie, when we just start, me self do my own. I cheat, she catch me, but she free the matter. Since then I never look outside. I wan make we progress but my mind no gree touch ground at all. Na just how another man dey climb am dey flash for my head. I don confuse dead, I no even know wetin to do or who to run go meet for advice.","Omo bro, I just found out my fiancée has been cheating on me with her co-worker. I was mad hurt tbh. I know she messed up, but I still want to spend the rest of my life with her. So I'm ready to just forgive and move on. We've been together for over 9 years o, and we even have a son. To be fair, when we first started dating, I actually cheated and she caught me. She forgave me and I've been 100% faithful since then. I really want us to move forward but my mind is just not at rest. All I keep imagining is her with another guy and it's killing me. I'm so confused rn, I don't even know what to do or who to talk to for advice.","relationship_heartbreak, general_anxiety, seeking_coping_advice"
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","I'm sorry for the stress and unhappiness stemming the problem you describe.Trust your instinct that there is more complexity to feeling good about being in a partnership than simply wanting this to happen.In any relationship, the complexities of each person combine.   Often people accept when this feels good and are lost as to what to do when natural human complexity, doesn't match up with our partner in the way we'd like.A couples' therapist would be able to help each of you talk about the factors motivating the cheating, as well as clarify the reasons you each have for continuing to stay together. The unique advantage of couple's therapy is that each person is able to hear their partner talk out loud about themselves and their partner.This is sometimes enormously helpful since our inner thoughts are often hidden yet very dominant in how we direct ourselves in relationships.Sometimes the initial consult session offers enough new understanding that a second session wouldn't be necessary for a while.Good luck in finding your relationship happiness!","Omo, I just cast say my fiancé dey knack one guy for her work. The thing pain me enter bone. I know say wetin she do fuck up, but na still she I wan do life with, so I ready to free the matter make we forge ahead. Me and this girl don tey o, 9 years plus, we even get pikin together. True true, when we just start, I misbehave and she catch me dey play away match. She free me that time, and since then I don hold my side, I no look outside again. Now I wan move on but my mind no just touch ground at all. Na how another man take climb her just dey flash for my head every time. Omo I don confuse, I no even know wetin to do or who to run go meet for advice.","Omo I just found out my fiancé has been cheating on me with her coworker. I was so pissed tbh. I know what she did is messed up, but I still want to spend my life with her sha, so I’m willing to forgive and move past it. We’ve been together for like 9+ years and we even have a son. Tbh when we first started dating, I fucked up and she caught me cheating. She forgave me back then and I’ve been 100% faithful since. I really want us to work things out but my mind is just not at rest. All I keep picturing is her with another guy. Idk what to do or who to even talk to for advice rn.","relationship_heartbreak, general_anxiety, concentration_focus"
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","Hello, I know this is a tough situation your going through and it has you questioning everything but one thing is certain, and that is that you still love her, dealing with the hurt can be very challenging but after learning from your mistake you changed and became more faithful and loving and the comfort knowing she forgave you, is what made you love her more and less likely to hurt her once again. You live and you learn, she will soon realize her mistake and her outtake may be the same yours was. But marriage is a special bond in front of God, which means once you are officially married, cheating and lieing to eachother will only lead to an early divorce. Practice in your pre-marriage state with speaking to her and opening up to eachother about what you feel and what you look forward to in this marriage. It's possible she's seeking something from someone else because she is not receiving it in her own relationship, improve, grow and be strong. Learn from your mistakes","Omo, cast don burst. I just find out say my fiancé wey I wan marry dey play away match with one guy for her office. My chest just dey burn me, the thing pain me enter bone. I know say wetin she do foh well well, but na she I still wan do the rest of my life with. So I ready to free the matter make we move. We don journey together for 9 years plus, we even get one boy. The truth be say, when we just start, I run my own street and she catch me dey cheat. But she swallow the matter forgive me, and since then I don completely lock up, I no follow any other babe. Now I wan make we push forward but my mind no touch ground at all. Every time, na just the picture of another man on top her dey flash for my head. I swear, I don confuse, I no know wetin to do or who to holla for advice.","Omo bro I just found out my fiancee has been cheating on me with her coworker. I was so pained tbh. I know what she did is messed up, but I still want to spend my life with her fr. So I'm willing to forgive and move past it. We’ve been together for over 9 yrs now and we even have a son. Lowkey at the beginning of our relationship, I messed up too and she caught me cheating. She forgave me and since then I’ve been 100% faithful. I'm worried about us and want to move forward but my mind is just not at rest. All I keep thinking about is her with another guy. I'm just so confused rn, I don't even know what to do or who to meet for advice.","relationship_heartbreak, general_anxiety"
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","My first question for you would be to see if you've talked with her about it yet? You mentioned you found out....and I know this can be so painful. It can also be frightening to bring up the experience when it hurts a lot, when you feel so unsettled as you mention. But you can look at this as a vital and important piece of information about what's happening in your relationship, and an invitation to get really honest and genuine with each other. You have a long history, being together 9 years, and a son, so you are very bonded no matter what changes happen in your relationship. It may be incredibly helpful to find a counselor you can both go talk with. Having a third party who is neutral and cares about your process and hers can be such a relief when you need to discuss things you feel scared about. Even just a few sessions can make a huge difference. If this doesn't feel possible for you right now.....ask your fiancee for time to set aside for a meaningful heart-to-heart talk. Say you'd like to set it up on the calendar, and make sure you have a babysitter for your son. Set aside at least 4 hours. Let her know that you'd like to hear her honest truth about what's going on, and share with her your truth as well. It's not a time for criticizing or condemning, and I don't sense that is your intention at all--you have a great deal of love for her. Speaking honestly and listening openly is an amazing gift, both for yourself and for your partner. You can do it.","Omo, me and my babe wey I wan marry matter don cast. I just find out say she dey play away match with one guy for her work place. The thing pain me enter bone. I know say she fuck up big time, but na still her I wan do the rest of my life with. So I ready to free the matter make we move. We don hold body for 9 years plus, we even get one boy. Make I no lie, when we first start, me self run my own street and she catch me. She forgive me that time and since then I don close eye, I no look outside again. I wan move forward but my mind never touch ground at all. Na just the picture of her and another man dey flash for my head. I don confuse dead, I no know wetin to do or who to run meet for advice.","Omo guy, I just found out my fiancee has been cheating on me with her colleague. I'm so pissed tbh. I know she messed up bad, but I still want to spend the rest of my life with her sha. So I'm willing to forgive and let it slide. We've been dating for over 9 years and we even have a son together. Tbf when we first started dating, I cheated and she caught me. She forgave me back then and since then I've been 100% loyal. I really want us to move forward but it's been messing with my head. All I keep thinking about is her with another guy. Idek what to do rn or who to even talk to for advice abeg.","relationship_heartbreak, general_anxiety, sadness_depression"
"We went out had great sex and I was really liking her. Then one day she says we should just be friends, but I can't stop thinking about her. She's always on mind and I want her back.","It can be really difficult when someone you care about doesn't feel the same about you. The most important thing to remember is that you can not make her feel a certain way.  There is nothing you can do to force her to want to be in a relationship with you.In the end, if she ""just wants to be friends"" then she's probably not the right match for you.Remember, every relationship ends - until that last one that doesn't.  And that is how it's supposed to be","Omo me and this babe chill, the knack make brain and I con dey trip for am pieces. Next thing, she just cast am say make we dey as guys, but her matter just dey hook me for chest. Na only her full my head, I swear I need my babe back.","Omo we chilled, the sex was mad and I was genuinely feeling her tbh. Then one random day she just said we should be friends, but I can't even lie I can't stop thinking abt her. She's constantly on my mind man, I just want her back.","relationship_heartbreak, sadness_depression"
"I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice. Sometimes during a disagreement he tells me that my communication is having a harmful impact on him. Once he believes I am being negative I can't seem to find a better way of communicating. In fact, it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating.    What advice might you offer?","With any type of criticism, it is usually best to introduce the topic at a neutral time, ie: when both of you are relaxed, with no current stressors involved, having fun, etc.  Begin with a non-judgmental reflective comment about a recent bothersome event, as if it were just then crossing your mind (therefore not something you've been consumed with ruminating over - eases the impulse for him to dive straight into defense mode).Then share how you felt at the time of the event.  Just say when.... I felt kind of hurt / shocked (or whatever the feeling was).  PERIOD.  THATS ALL YOU SHOULD SAY.  Wait for him to respond to your matter-of-fact statement.No matter what his response is, stick to your same message - don't get overwhelmed by trying to rephrase or explain your view as that will likely set you up for continued arguing.  You can even add, ""I agree I could have misunderstood  it (event).... I just know it made me feel uneasy.""Here you give him little wiggle room for a debate.Good luck & I'd love to hear how it goes!","I get one guy wey him body no dey carry stress at all, and if your voice just strong small, e don burst him head. Whenever we dey drag matter, e go start to complain say the way I dey talk dey wound am for mind. Once e don lock am say my energy bad, nothing wey I go talk wey go enter. The funny thing be say, na wetin e dey fear go come happen cast, because the way e go dey point accusing finger for my head go just make my blood hot scatter. Abeg, wetin una fit advice for this kind matter?","Omoh I have this friend that can't handle stress at all and is super sensitive to tones. Whenever we are dragging an issue, he’ll start saying the way I'm communicating is triggering him. Once he feels I’m giving off bad vibes, I won't even know how to talk to him again without making it worse. It usually ends up being a self fulfilling prophecy sha, cos the way he'll just be accusing me is annoyingly frustrating. Pls what do you advise I do?","seeking_coping_advice, anger_irritability, friendship_conflict"
