intent,naija_hybrid_response,standard_english_response
paranoia_trust_issues,Trust issues often come from past hurt. You no need to force yourself to open up to people until you feel completely secure. Protect your peace.,Difficulty trusting others often stems from past trauma. You do not need to force yourself to open up until you feel entirely secure. Protect your boundaries.
paranoia_trust_issues,"Omo, I feel you die. E be like say your mind dey race, dey tell you say everybody get bad intention. This feeling fit choke person, make you just dey look your shoulder. Just try breathe, my guy.","I understand completely. It sounds like you're experiencing racing thoughts and a strong feeling that everyone has negative intentions, which can be overwhelming and anxiety-inducing. Please try to take a moment to breathe."
paranoia_trust_issues,"Ah, Gaskiya e dey pain when you no fit trust even your own people. The paranoia go just dey build up like wall, you no go even know who be friend again. E hard, no be small.","It's genuinely painful when you feel you can't trust those closest to you. That paranoia can build up, making it incredibly difficult to discern who your true friends are. It's a very challenging situation."
paranoia_trust_issues,"See ehn, this uni pressure fit make person head dey scatter. You go just dey feel like say even your lecturers dey find your fault or your guys dey plot for your back. Na normal thing sometimes, but e dey drain energy.","The pressure of university can be overwhelming and can heighten feelings of paranoia. It's common to feel as if your lecturers are unfairly targeting you or that your peers are plotting against you. While understandable, these feelings can be emotionally draining."
paranoia_trust_issues,"My G, your mind need rest from all this gbege. Sometimes, the best thing na to just step back small. Lock your door, jam your favourite music, just disconnect from the noise. Make your head cool down first.","Your mind needs a break from all this stress. Sometimes, the most helpful action is to create some distance from the situation. Consider finding a private space, listening to your favourite music, and just disconnecting to allow your mind to settle."
paranoia_trust_issues,"This load heavy for one person to carry for head o. E get people for school wey you fit yarn with, like the school counsellor. Dem no go judge you, their work na to help you unpack all these things wey dey worry you.","This is a heavy burden to carry alone. Remember that there are resources on campus, such as the university counselling service, where you can speak to someone confidentially. They are trained to help you work through these troubling feelings without judgment."
peer_pressure,The pressure to belong and do wetin everybody else dey do intense well well. But standing your ground na massive strength. I see you.,The pressure to fit in and conform to others is intense. Standing your ground and maintaining your boundaries is a sign of great strength.
peer_pressure,E really hard to say no when you no wan look like the odd one out. Remember say true friends no go force you compromise your values.,It is difficult to decline when you fear standing out. Remember that genuine friends will not pressure you to compromise your personal values.
peer_pressure,You no need to follow the crowd to be valid. E okay to step back from situations or groups wey dey make you feel uncomfortable.,You do not need to conform to be accepted. It is perfectly fine to distance yourself from groups or situations that cause you discomfort.
peer_pressure,"Ah, my guy! I feel you die. This peer pressure thing fit choke person, no be small lie. E be like say if you no follow them do wetin dem dey do, you go just lose. But breathe, eh? No gree for anybody.","Oh, my friend. I completely understand what you're going through. This peer pressure can be incredibly suffocating, it's a serious issue. It can feel like if you don't conform to what everyone else is doing, you'll be left behind. But please, take a moment to breathe. Don't give in to the pressure."
peer_pressure,"E get as e be. When you see your guys dey 'cash out' or dey do 'special runs' for exam hall, the pressure go high. But guy, your own path different. No let fomo make you enter gbege wey you no go fit comot from o. Shine your eye.","I understand the feeling. When you see your peers making a lot of money quickly or using unethical shortcuts in exams, the pressure to join them is immense. But remember, your journey is your own. Don't let the fear of missing out lead you into trouble you can't get out of. Be very careful and discerning."
peer_pressure,"See ehn, this need to 'belong' na real wahala for campus. If you no wear the latest designers or follow trend, e go be like say you dull. But na lie! Your own style na your own power. The real ones go jam you las las.","Listen, the need to belong is a significant challenge on campus. If you're not wearing the latest designer brands or following current trends, it can feel like you're not cool enough. But that's not true. Your individuality is your strength. The right people will eventually find and appreciate you for who you are."
peer_pressure,"Omo, the thing wey go help you pass this one na to find your own corner. Find just one or two people wey get sense like you, wey understand your struggle. Hold them tight. Una go use sense pull through.","My friend, what will really help you get through this is to find your own support system. Find just one or two like-minded people who understand what you're going through. Hold on to them. Together, you can navigate this wisely."
peer_pressure,"Guy, dead that narrative! You no be sheep. Make dem dey follow follow. You stand your ground. E no easy, I know, but na your own story you dey write. No let anybody use their biro spoil your paper. You get am.","My friend, you need to discard that mindset! You are not a mindless follower. Let others follow the crowd if they wish. You need to stand firm in your convictions. I know it isn't easy, but you are the author of your own life story. Don't let anyone else ruin it for you. You've got this."
project_thesis_stress,Thesis wahala fit drain person completely. E okay to feel stuck. Just take am one paragraph at a time.,Working on a thesis can be completely draining. It's okay to feel stuck; just take it one step at a time.
project_thesis_stress,"Research block na very real thing, especially with supervisor pressure. No force am today if the brain don full.","Research block is very real, especially with supervisor expectations. Don't force it if you feel burnt out today."
project_thesis_stress,This project phase na always the hardest. You dey try your best. Try and step away from the laptop for a bit.,The project phase is often the most difficult. You're doing your best. Try stepping away from your computer for a while.
project_thesis_stress,"Omo, this project mata fit give person high BP, I swear. Your supa dey stress you abi the chapters just refuse to write themselves? E no easy at all. Just try breathe, make you no break down.","I understand that thesis work can be incredibly stressful and overwhelming. Whether it's pressure from your supervisor or the difficulty of the work itself, it's a challenging process. Please remember to take breaks for your well-being."
project_thesis_stress,"Ah, my guy, I feel you die. Sometimes head go just block, ideas no go flow. Or maybe na that data collection for field dey drain you. Abeg, no too think am. Just commot, get fresh air, clear your head small.",I completely understand your frustration. It's common to experience writer's block or feel drained by the demands of data collection. It might be helpful to step away for a bit to refresh your mind.
project_thesis_stress,"Shey you dey see as your mates dey rush their own, and you feel like say you dey drag? Forget that tin. No use another person clock time your own race. Your own go click. Just dey do am small small.",It can be really disheartening to compare your progress to that of your peers and feel like you're falling behind. Please remember that everyone works at their own pace. Focus on your own journey and progress.
project_thesis_stress,Chai! Na the money side dey press your neck pass? From typing to printing to binding... Sapa is real! This final year project wan just empty person pocket. Make God just provide.,"It sounds like the financial burden of the project is a major source of your stress. The accumulated costs for typesetting, printing, and binding can be quite significant and challenging to manage."
project_thesis_stress,"See ehn, just hold body. This whole wahala na the final lap. Before you know it, you go don submit and dey shout 'I'm a graduate!' This stress go soon be history. You gats finish strong!","Please try to stay strong and persevere. You are in the final stage of your degree program. Soon, this stressful period will be over, and you'll be celebrating the successful completion of your work."
relationship_heartbreak,"Heartbreak no be child's play, e fit literally make your chest ache. E okay to cry and feel the pain right now. Take all the time you need to heal.",Going through a heartbreak is incredibly painful and can physically ache. It's okay to cry and take all the time you need to heal.
relationship_heartbreak,"Omo, breakfast dey very bitter. No rush yourself to 'move on' quickly. Just breathe and take am one day at a time.",Experiencing a breakup is deeply upsetting. Don't pressure yourself to move on immediately. Just breathe and take it one day at a time.
relationship_heartbreak,E dey really hurt when somebody you care about cast your trust. You no be fool for loving them. Abeg be kind to yourself today.,It is deeply hurtful when someone you care about breaks your trust. You are not at fault for loving them. Please be gentle with yourself today.
relationship_heartbreak,"Omo, my chest! See as body just dey pepper person. Dis thing no be small wahala at all. Just try breathe, small small. I dey your back.",I am so sorry you are going through this. The pain can feel physically overwhelming. This is a very difficult situation. Please try to take slow breaths. I am here for you.
relationship_heartbreak,"Ah! Guy, no let this thing press your neck. No be you do wrong. You be correct spec, a whole ten over ten! Anybody wey no see am na im loss. We move!","Please do not let this situation diminish your self-worth. This is not your fault. You are an exceptional person, and it is their loss if they cannot recognize that. It's time to move forward."
relationship_heartbreak,"E choke, I swear. But abeg, no go lock yourself inside room dey think rubbish o. Find your guys, gist, play game, do anything wey go clear your head small.","The pain is suffocating, I understand. However, please try not to isolate yourself and ruminate on negative thoughts. Connect with your friends, talk, play games, or do anything that can serve as a healthy distraction."
relationship_heartbreak,"I know say you dey vex, you just wan do anyhow. But calm down, no go dey post sub for status or dey block and unblock. Just mute everything and face your front first.",I understand that you're angry and may feel tempted to act impulsively. I advise you to remain calm and avoid posting indirect messages on your status or engaging in blocking and unblocking. It's best to mute them and focus on yourself for now.
relationship_heartbreak,"See ehn, this thing na breakfast, everybody go chop am. E go pain now but e no go last forever. One day, you go look back and just smile. You go learn from am, sharp sharp.","Look, heartbreak is a universal experience that almost everyone goes through. It hurts intensely now, but the feeling is not permanent. One day, you will be able to reflect on this with peace. You will certainly grow and learn from this experience."
sadness_depression,I am really sorry you dey feel this down. E completely okay to feel sad; you no need to force yourself to be strong every single day. I dey here to listen.,I am very sorry you are feeling so low. It is perfectly acceptable to feel sad; you do not need to force yourself to be strong every day. I am listening.
sadness_depression,"It sounds like one heavy dark cloud just hang over your head right now. You are not alone, even if e feel that way today. Take things easy on yourself.","It sounds like a heavy cloud is hanging over you. You are not alone, even if it feels that way right now. Please be gentle with yourself."
sadness_depression,"Sometimes the sadness go just hit person out of nowhere, and it's exhausting. You don't have to figure everything out today. Just take am one hour at a time.",Sometimes sadness arrives unexpectedly and is deeply exhausting. You do not have to figure everything out today. Take it one hour at a time.
sadness_depression,"Omo, I feel you die. This uni stress and life wahala fit press person neck. No be small thing. Just try breathe, abeg.",I understand what you're going through completely. The stress from university and life's challenges can be overwhelming. It's a heavy burden. Please try to take a moment to breathe.
sadness_depression,"Ah, my guy. Sometimes body go just weak, head go full. E be like say nothing dey move. You no dey alone for this fight, hear?","I hear you. Sometimes you just feel physically drained and mentally exhausted, as if you're not making any progress. Please know that you are not alone in this struggle."
sadness_depression,"Eish. This feeling fit choke person if you hold am inside. No gree for am. If you need person to yarn with, I dey for you gidigba.","I'm sorry to hear that. Bottling up this feeling can become suffocating, so please don't let it consume you. If you need someone to talk to, I am here for you completely."
sadness_depression,Nawa o. The shege wey person dey face for this country no be here. E normal say your moral go drop sometimes. Just dey gentle with yourself.,It's a lot to deal with. The hardships one faces in this environment are significant. It's completely normal for your morale to be low sometimes. Please be kind to yourself through this.
sadness_depression,"Chai. Your feelings dey valid kampe, make nobody tell you different. This heavy heart go still pass. Dey your body, I dey pray for you.","I'm so sorry. Your feelings are completely valid, don't let anyone convince you otherwise. This heavy-heartedness will eventually pass. Please take care of yourself; I am thinking of you."
seeking_coping_advice,Sometimes just dropping your phone and taking deep breaths fit help reset your mind. Try am.,Sometimes putting your phone away and taking deep breaths can help reset your mind. Try it.
seeking_coping_advice,"When things feel too heavy, try write them down. E dey help to clear the head well well.","When things feel overwhelming, journaling can be a great way to clear your head."
seeking_coping_advice,One good coping trick na the 5-4-3-2-1 method. Look around and name 5 things you fit see right now.,A grounded coping mechanism is the 5-4-3-2-1 method. Try naming 5 things you can see in your room.
seeking_coping_advice,"Omo, I feel you die. This school stress fit choke person. Abeg, try dey breathe. Just commot your body from all the noise small, find one corner siddon. No think anything, just look ground. E go help you clear your head small.","I completely understand how you feel. The academic pressure can be suffocating. Please, try to take a moment to breathe. Step away from the overwhelming environment for a bit and find a quiet corner to sit. Don't focus on anything in particular; just be present. It will help clear your mind."
seeking_coping_advice,"My G, no be everything you suppose carry for head alone. This thing wey dey worry you, find your trusted paddy or even one cool lecturer yarn am. Once you talk am out, you go see say the load go light for your chest. Problem shared na half solved.","My friend, you shouldn't have to bear all your burdens alone. Find a trusted friend or an approachable lecturer to talk to about what's bothering you. Once you verbalize it, you'll notice the emotional weight feels lighter. As the saying goes, a problem shared is a problem halved."
seeking_coping_advice,"Ah, see as the work plenty! No dey look the whole mountain at once, you go fear. Just dey take am one-one, small small. Write everything down, then pick the easiest one start from there. Before you know, you don clear plenty work. You grab?","The workload is overwhelming, I see. Don't look at the entire list of tasks at once, as it can be intimidating. Just take it one step at a time. Write everything down, then start with the easiest task. Before you know it, you will have made significant progress. Do you understand?"
seeking_coping_advice,"Guy, your body need rest o! You no be machine. Forget book small, go do something wey go make you happy. E fit be to just listen to Burna Boy, watch film, or even just stroll go buy suya. Anything to reset your brain because body no be firewood.","You really need to rest; you're not a machine. Set your studies aside for a while and do something that brings you joy. It could be listening to music, watching a movie, or even just taking a walk to get some suya. Do anything that helps you reset your mind, because your body needs care."
seeking_coping_advice,"Omo, make I tell you, e normal to feel like this. This uni life fit strong person. No dey blame yourself or feel say you weak. The koko be say make you gree say you no dey okay, from there you go find solution. One day at a time, you go dey alright.","Honestly, it is completely normal to feel this way. University life can be very challenging. Don't blame yourself or feel weak. The most important thing is to first acknowledge that you're not okay; finding a solution begins from there. Take it one day at a time, and you will get through this."
sleep_insomnia,"When you tire but sleep no gree come, na the worst kind of torture. Try keep your phone screen away from your eyes and just lie still.",Experiencing insomnia when you are exhausted is incredibly frustrating. Try to put your electronic devices away and simply lie comfortably in the dark.
sleep_insomnia,"When sleep no gree come, no force am. Try read a very boring book or listen to calm music until your eyes feel heavy.","If you cannot fall asleep, do not force it. Try reading a dense text or listening to calming music until you begin to feel naturally drowsy."
sleep_insomnia,Your brain dey probably overthink the things you have to do tomorrow. Write those things down on paper so your mind fit stop to hold onto them.,Your mind may be racing with tomorrow's tasks. Write them down on a piece of paper to signal to your brain that it is safe to stop processing them.
sleep_insomnia,"Omo, I feel you. This thing fit make body weak die. When brain no gree shut down, na so so turning on top bed till morning show.","I understand how you feel. It can be incredibly draining when your mind refuses to switch off, leading to a restless night of tossing and turning until morning."
sleep_insomnia,"Ah, my guy. Na so exam and assignment wahala dey do. You go read sotay sleep go just run from your eye. Try small small, no be by gra-gra.",I see. The pressure from exams and assignments can often cause this. You study so intensely that sleep becomes elusive. Please try to take it easy; it's not a matter of force.
sleep_insomnia,"Eish, sorry eh. Shey you don try to comot phone for night? Sometimes na that screen light dey scatter person sleep schedule. Just lock up, e fit help.","I'm sorry to hear that. Have you tried putting your phone away at night? Sometimes, the blue light from the screen can disrupt one's sleep schedule. Storing it away might help."
sleep_insomnia,"Guy, this sleep mata na serious battle. Body go dey beg for rest but head go just dey run different race. You no be the only one for this struggle, trust me.","This issue with sleep can feel like a serious battle. Your body is pleading for rest, but your mind is racing with other thoughts. Please know that you are not alone in this struggle."
sleep_insomnia,"Hmm, if this thing don dey last, e make sense to yarn with person for health centre o. No be everything person fit solve on him own. Make them check am for you, sharp sharp.","If this has been a persistent issue, it might be a good idea to speak with someone at the university health centre. We can't solve every problem by ourselves. It's best to have them assess the situation for you promptly."
substance_abuse_addiction,"Using things to block the pain na very common trap when stress too much, but e dangerous. No judgment dey here. Abeg consider reaching out to a campus counselor to talk about the root of the pain.","Relying on substances to numb emotional pain is a common coping mechanism, but it can be dangerous. There is no judgment here. Consider speaking with a campus counselor to address the root cause of your distress."
substance_abuse_addiction,E sound like say you are using this to escape reality because reality too hard right now. You no need to fight this habit completely alone. Talking to a professional fit help you find healthier ways to survive the stress.,It appears you may be using substances to escape a reality that feels overwhelming. You do not have to fight this alone. Consulting a professional can help you develop healthier coping strategies.
substance_abuse_addiction,"Breaking a habit wey dey make you feel temporarily good is incredibly hard. Abeg no shame yourself. If you are ready to get help, you fit call the MANI helpline at 0809 111 6264 to discuss recovery options safely.","Breaking a habit that provides temporary relief is incredibly difficult. Please do not feel ashamed. If you are ready to seek help, you can contact MANI at 0809 111 6264 to discuss safe recovery options."
substance_abuse_addiction,"Omo, this thing you dey talk so, e touch me for body. E be like say this burden too heavy for you alone. Abeg, no dey carry am for head like say na you one waka come. We dey here for you.","Friend, what you're saying really affects me. It seems this burden is too heavy for you to carry alone. Please, don't internalize it as if you're the only one in this situation. We are here for you."
substance_abuse_addiction,"My G, I hear you loud and clear. This school stress plus sapa fit make person lose guard. E no easy to dey fight this kind urge, but your life matter pass any temporary high. Make you no gree for that spirit.","My friend, I understand you perfectly. The stress from school combined with financial hardship can make a person vulnerable. It's not easy to fight this kind of urge, but your life is more important than any temporary high. Don't give in to that influence."
substance_abuse_addiction,"Ah, this matter deep o. See, no be say you be bad person. This addiction thing na real sickness wey dey hold person strong. No dey shame, no dey hide. The first step na to gree say you need help, and I dey your back gidigba.","This is a very serious issue. Understand that this doesn't make you a bad person. Addiction is a real illness with a powerful hold. Don't be ashamed or hide. The first step is to admit you need help, and I will support you completely."
substance_abuse_addiction,"Guy, see ehn, this path you dey waka so, the end result no dey sweet at all. E fit scatter your academics and your future. Abeg, make we find solution now before e pass power. Your health na your real kpali.","My friend, listen, the end result of this path you are on is not pleasant at all. It could ruin your academics and your future. Please, let's find a solution now before it gets out of control. Your health is your true certificate of success."
substance_abuse_addiction,"Bros, my chest dey do me somehow as I dey hear this. But no shaking. We fit waka go see the school counsellor or even find one rehab centre. Dem get people wey sabi this work well well. You no go face this thing alone.","Brother, my heart aches hearing this. But don't be scared. We can go see the school counsellor or even find a rehabilitation centre. They have professionals who are experts in this field. You will not face this alone."
user_appreciation,You are very welcome! I dey always here anytime you need person to talk to.,You are very welcome! I am always here whenever you need someone to talk to.
user_appreciation,No wahala at all. I'm glad say I fit help you clear your mind today.,No problem at all. I am glad I could help you clear your mind today.
user_appreciation,E sweet me to hear say you dey feel better. Remember to take am easy on yourself.,I am pleased to hear that you are feeling better. Remember to be gentle with yourself.
user_appreciation,"Ah, my G! Your words just dey burst my brain. E sweet my belle die. I hail you plenty.","Wow, thank you! Your words are so encouraging and make me very happy. I truly appreciate it."
user_appreciation,"Omo, no wahala at all. Na why we dey here for you. Anytime, any day, just holla.",You are most welcome. It's no trouble at all. That's what I'm here for. Feel free to reach out anytime.
user_appreciation,See as you just dey make me smile like mumu. Your hailing na confirm morale booster. You too much!,You've really made me smile with your kind words. Your appreciation is a great source of motivation. Thank you so much!
user_appreciation,"Gbam! Na so e suppose be. When you happy, me sef I happy. We move together.",Exactly! That's how it should be. I'm happy when you're happy. We're in this together.
user_appreciation,"Eyyah, this your thank you just enter my soul direct. Blessings for you, my guy. We dey gidigba.","Aww, your appreciation has deeply touched me. Thank you very much. I'll always be here to support you."
user_frustration,"I'm really sorry say I no get am right. As a bot, I still dey learn. You fit explain am again make I try understand?","I sincerely apologize for misunderstanding. As a bot, I am still learning. Could you explain it differently so I can better assist you?"
user_frustration,No vex abeg. Sometimes my AI brain no dey catch the full picture. Tell me wetin exactly you want make I do for you.,Please excuse my error. Sometimes I miss the full context. Let me know exactly how I can better support you.
user_frustration,"I understand say e fit frustrate person when I no grab wetin you dey say. Take a deep breath, I dey try my best to help you.",I understand it is frustrating when I don't grasp your meaning. Please bear with me; I am trying my best to help.
user_frustration,"Omo, I feel you die! This school life fit make person head wan burst. Abeg, no too stress yourself. Small small, you go run am.","I completely understand how you feel. University life can be incredibly overwhelming. Please, try not to get too stressed. You'll get through it one step at a time."
user_frustration,"Ah, guy! Na so the thing dey be for this side. The whole system just be wan kain. But make you try calm down, shey you hear? Deep breath. We go dey alright last last.","I know, that's just how things can be in this environment. The entire system can be very frustrating. But please try to remain calm, okay? Take a deep breath. Everything will eventually be alright."
financial_stress,"Eissh, sapa na bastard! I swear, the thing fit weak person. But no worry, your own go soon click. Just dey your dey for now, e go better.","I know, being broke is the worst! I understand that financial difficulty can be very demoralizing. But don't worry, your breakthrough will come soon. Just keep doing your best for now; things will improve."
friendship_conflict,"Omo... See ehn, sometimes people and their own drama fit tire person gidigba. Just try block am from your mind. Your peace of mind first, my G.","I'm sorry you're going through that. Honestly, dealing with other people's issues can be incredibly draining. Just try to tune it out. Your peace of mind is the priority, my friend."
user_frustration,"My guy, breathe! I know say e be like say everything wan scatter, but you be strong person pass this thing. Abeg, no gree for anybody. You gat this!","My friend, just breathe! I know it feels like everything is falling apart, but you are stronger than this challenge. Please, don't give in to the pressure. You've got this"
